order_id,item_id,product_id,quantity,list_price,discount
67.0,2.0,12.0,2.0,549.99,0.1
67.0,3.0,21.0,1.0,269.99,0.2
67.0,4.0,5.0,2.0,1320.99,0.1
67.0,5.0,19.0,1.0,449.0,0.2
68.0,1.0,13.0,2.0,269.99,0.07
68.0,2.0,17.0,1.0,429.0,0.1
69.0,1.0,22.0,2.0,269.99,0.1
69.0,2.0,5.0,1.0,1320.99,0.2
69.0,3.0,10.0,1.0,1549.0,0.05
70.0,1.0,3.0,2.0,999.99,0.05
70.0,2.0,18.0,1.0,449.0,0.2
70.0,3.0,20.0,1.0,599.99,0.05
71.0,1.0,26.0,2.0,599.99,0.05
71.0,2.0,24.0,1.0,549.99,0.2
71.0,3.0,18.0,1.0,449.0,0.1
72.0,1.0,17.0,2.0,429.0,0.07
72.0,2.0,12.0,1.0,549.99,0.05
72.0,3.0,13.0,2.0,269.99,0.1
73.0,1.0,22.0,1.0,269.99,0.07
73.0,2.0,26.0,2.0,599.99,0.05
73.0,3.0,3.0,2.0,999.99,0.07
73.0,4.0,25.0,1.0,499.99,0.07
73.0,5.0,23.0,2.0,299.99,0.2
74.0,1.0,16.0,2.0,599.99,0.05
74.0,2.0,6.0,1.0,469.99,0.07
75.0,1.0,3.0,1.0,999.99,0.1
75.0,2.0,7.0,2.0,3999.99,0.07
75.0,3.0,15.0,1.0,529.99,0.2
76.0,1.0,12.0,1.0,549.99,0.05
76.0,2.0,11.0,2.0,1680.99,0.1
76.0,3.0,5.0,1.0,1320.99,0.07
77.0,1.0,20.0,1.0,599.99,0.07
77.0,2.0,24.0,2.0,549.99,0.1
77.0,3.0,26.0,1.0,599.99,0.2
77.0,4.0,25.0,1.0,499.99,0.2
78.0,1.0,17.0,1.0,429.0,0.07
78.0,2.0,19.0,1.0,449.0,0.2
78.0,3.0,18.0,2.0,449.0,0.1
78.0,4.0,14.0,2.0,269.99,0.1
79.0,1.0,9.0,2.0,2999.99,0.1
79.0,2.0,17.0,2.0,429.0,0.05
79.0,3.0,6.0,1.0,469.99,0.1
79.0,4.0,25.0,2.0,499.99,0.07
80.0,1.0,26.0,1.0,599.99,0.1
80.0,2.0,24.0,1.0,549.99,0.1
80.0,3.0,17.0,1.0,429.0,0.2
81.0,1.0,10.0,2.0,1549.0,0.2
81.0,2.0,23.0,2.0,299.99,0.05
81.0,3.0,25.0,2.0,499.99,0.05
82.0,1.0,25.0,2.0,499.99,0.1
82.0,2.0,11.0,2.0,1680.99,0.2
83.0,1.0,20.0,1.0,599.99,0.2
83.0,2.0,3.0,2.0,999.99,0.05
84.0,1.0,23.0,2.0,299.99,0.07
84.0,2.0,15.0,2.0,529.99,0.07
85.0,1.0,4.0,2.0,2899.99,0.05
85.0,2.0,18.0,1.0,449.0,0.07
86.0,1.0,9.0,2.0,2999.99,0.1
86.0,2.0,23.0,2.0,299.99,0.07
86.0,3.0,21.0,2.0,269.99,0.2
86.0,4.0,15.0,1.0,529.99,0.1
87.0,1.0,20.0,2.0,599.99,0.2
87.0,2.0,23.0,2.0,299.99,0.1
88.0,1.0,10.0,1.0,1549.0,0.07
88.0,2.0,8.0,2.0,1799.99,0.1
88.0,3.0,7.0,1.0,3999.99,0.1
89.0,1.0,5.0,1.0,1320.99,0.05
89.0,2.0,6.0,2.0,469.99,0.1
90.0,1.0,3.0,1.0,999.99,0.1
90.0,2.0,6.0,1.0,469.99,0.07
91.0,1.0,11.0,1.0,1680.99,0.1
91.0,2.0,25.0,1.0,499.99,0.05
91.0,3.0,15.0,2.0,529.99,0.07
91.0,4.0,13.0,2.0,269.99,0.07
92.0,1.0,8.0,1.0,1799.99,0.1
93.0,1.0,22.0,2.0,269.99,0.07
93.0,2.0,17.0,1.0,429.0,0.05
93.0,3.0,21.0,1.0,269.99,0.1
93.0,4.0,2.0,1.0,749.99,0.2
93.0,5.0,10.0,2.0,1549.0,0.07
94.0,1.0,12.0,1.0,549.99,0.05
94.0,2.0,4.0,1.0,2899.99,0.2
94.0,3.0,11.0,1.0,1680.99,0.2
94.0,4.0,21.0,2.0,269.99,0.07
95.0,1.0,10.0,2.0,1549.0,0.2
95.0,2.0,19.0,1.0,449.0,0.1
95.0,3.0,8.0,2.0,1799.99,0.2
95.0,4.0,20.0,2.0,599.99,0.05
96.0,1.0,26.0,1.0,599.99,0.1
96.0,2.0,23.0,1.0,299.99,0.05
97.0,1.0,20.0,2.0,599.99,0.2
97.0,2.0,2.0,1.0,749.99,0.07
97.0,3.0,6.0,2.0,469.99,0.2
97.0,4.0,19.0,1.0,449.0,0.1
98.0,1.0,19.0,1.0,449.0,0.07
98.0,2.0,21.0,1.0,269.99,0.1
98.0,3.0,2.0,1.0,749.99,0.2
98.0,4.0,22.0,2.0,269.99,0.2
99.0,1.0,13.0,1.0,269.99,0.2
99.0,2.0,21.0,1.0,269.99,0.2
99.0,3.0,25.0,2.0,499.99,0.05
99.0,4.0,7.0,2.0,3999.99,0.07
99.0,5.0,23.0,2.0,299.99,0.2
100.0,1.0,12.0,2.0,549.99,0.05
100.0,2.0,11.0,2.0,1680.99,0.1
100.0,3.0,7.0,2.0,3999.99,0.2
100.0,4.0,16.0,2.0,599.99,0.2
100.0,5.0,24.0,2.0,549.99,0.1
101.0,1.0,12.0,2.0,549.99,0.2
102.0,1.0,15.0,1.0,529.99,0.05
102.0,2.0,22.0,1.0,269.99,0.07
103.0,1.0,17.0,1.0,429.0,0.07
103.0,2.0,3.0,1.0,999.99,0.05
103.0,3.0,18.0,1.0,449.0,0.2
103.0,4.0,15.0,2.0,529.99,0.1
103.0,5.0,9.0,2.0,2999.99,0.1
104.0,1.0,19.0,2.0,449.0,0.1
104.0,2.0,26.0,1.0,599.99,0.05
105.0,1.0,11.0,2.0,1680.99,0.2
105.0,2.0,3.0,1.0,999.99,0.05
105.0,3.0,9.0,1.0,2999.99,0.05
106.0,1.0,17.0,1.0,429.0,0.1
106.0,2.0,13.0,2.0,269.99,0.1
107.0,1.0,19.0,1.0,449.0,0.2
107.0,2.0,13.0,2.0,269.99,0.1
108.0,1.0,11.0,1.0,1680.99,0.1
108.0,2.0,22.0,2.0,269.99,0.07
108.0,3.0,16.0,2.0,599.99,0.05
109.0,1.0,22.0,2.0,269.99,0.1
109.0,2.0,6.0,1.0,469.99,0.07
110.0,1.0,14.0,1.0,269.99,0.1
111.0,1.0,14.0,1.0,269.99,0.1
111.0,2.0,12.0,2.0,549.99,0.07
112.0,1.0,23.0,2.0,299.99,0.2
112.0,2.0,25.0,2.0,499.99,0.07
112.0,3.0,24.0,2.0,549.99,0.05
112.0,4.0,5.0,1.0,1320.99,0.2
113.0,1.0,12.0,2.0,549.99,0.07
113.0,2.0,24.0,2.0,549.99,0.1
113.0,3.0,6.0,1.0,469.99,0.07
113.0,4.0,23.0,1.0,299.99,0.2
113.0,5.0,5.0,2.0,1320.99,0.2
114.0,1.0,12.0,1.0,549.99,0.05
114.0,2.0,2.0,1.0,749.99,0.07
114.0,3.0,13.0,2.0,269.99,0.1
115.0,1.0,22.0,1.0,269.99,0.2
115.0,2.0,19.0,1.0,449.0,0.1
116.0,1.0,26.0,1.0,599.99,0.05
117.0,1.0,22.0,2.0,269.99,0.2
117.0,2.0,26.0,1.0,599.99,0.05
117.0,3.0,14.0,1.0,269.99,0.2
117.0,4.0,19.0,1.0,449.0,0.05
118.0,1.0,18.0,1.0,449.0,0.07
118.0,2.0,4.0,1.0,2899.99,0.07
118.0,3.0,6.0,1.0,469.99,0.07
118.0,4.0,3.0,2.0,999.99,0.1
118.0,5.0,23.0,2.0,299.99,0.07
119.0,1.0,25.0,1.0,499.99,0.05
120.0,1.0,13.0,2.0,269.99,0.05
120.0,2.0,6.0,2.0,469.99,0.05
120.0,3.0,10.0,2.0,1549.0,0.05
120.0,4.0,17.0,1.0,429.0,0.05
120.0,5.0,16.0,2.0,599.99,0.2
121.0,1.0,5.0,1.0,1320.99,0.2
121.0,2.0,14.0,2.0,269.99,0.1
121.0,3.0,4.0,2.0,2899.99,0.1
121.0,4.0,24.0,2.0,549.99,0.07
121.0,5.0,2.0,2.0,749.99,0.05
122.0,1.0,16.0,1.0,599.99,0.1
123.0,1.0,12.0,2.0,549.99,0.1
124.0,1.0,16.0,1.0,599.99,0.05
124.0,2.0,4.0,1.0,2899.99,0.07
124.0,3.0,7.0,2.0,3999.99,0.05
125.0,1.0,17.0,1.0,429.0,0.1
126.0,1.0,9.0,2.0,2999.99,0.05
127.0,1.0,17.0,1.0,429.0,0.07
127.0,2.0,20.0,1.0,599.99,0.1
127.0,3.0,4.0,2.0,2899.99,0.07
128.0,1.0,24.0,2.0,549.99,0.1
128.0,2.0,16.0,2.0,599.99,0.1
128.0,3.0,4.0,2.0,2899.99,0.2
128.0,4.0,3.0,2.0,999.99,0.2
129.0,1.0,18.0,1.0,449.0,0.1
129.0,2.0,9.0,1.0,2999.99,0.1
130.0,1.0,26.0,1.0,599.99,0.05
130.0,2.0,5.0,2.0,1320.99,0.07
131.0,1.0,22.0,2.0,269.99,0.2
131.0,2.0,4.0,2.0,2899.99,0.07
131.0,3.0,24.0,2.0,549.99,0.1
132.0,1.0,2.0,2.0,749.99,0.05
132.0,2.0,20.0,1.0,599.99,0.05
132.0,3.0,9.0,1.0,2999.99,0.1
133.0,1.0,13.0,2.0,269.99,0.05
133.0,2.0,22.0,1.0,269.99,0.2
134.0,1.0,19.0,2.0,449.0,0.1
134.0,2.0,2.0,2.0,749.99,0.07
134.0,3.0,18.0,2.0,449.0,0.07
135.0,1.0,5.0,2.0,1320.99,0.05
135.0,2.0,18.0,2.0,449.0,0.05
135.0,3.0,25.0,1.0,499.99,0.2
135.0,4.0,2.0,1.0,749.99,0.05
136.0,1.0,7.0,2.0,3999.99,0.2
136.0,2.0,3.0,2.0,999.99,0.05
137.0,1.0,23.0,1.0,299.99,0.07
137.0,2.0,22.0,1.0,269.99,0.1
138.0,1.0,16.0,2.0,599.99,0.1
138.0,2.0,6.0,1.0,469.99,0.2
139.0,1.0,19.0,2.0,449.0,0.07
139.0,2.0,3.0,1.0,999.99,0.07
140.0,1.0,15.0,1.0,529.99,0.2
140.0,2.0,21.0,1.0,269.99,0.2
140.0,3.0,12.0,2.0,549.99,0.2
140.0,4.0,3.0,1.0,999.99,0.05
141.0,1.0,18.0,1.0,449.0,0.2
142.0,1.0,16.0,2.0,599.99,0.1
142.0,2.0,11.0,2.0,1680.99,0.1
142.0,3.0,19.0,1.0,449.0,0.07
143.0,1.0,6.0,1.0,469.99,0.2
144.0,1.0,8.0,2.0,1799.99,0.05
145.0,1.0,11.0,1.0,1680.99,0.2
145.0,2.0,9.0,2.0,2999.99,0.1
146.0,1.0,3.0,2.0,999.99,0.2
146.0,2.0,12.0,1.0,549.99,0.1
146.0,3.0,20.0,2.0,599.99,0.1
146.0,4.0,6.0,2.0,469.99,0.05
146.0,5.0,2.0,1.0,749.99,0.07
147.0,1.0,26.0,2.0,599.99,0.2
148.0,1.0,14.0,1.0,269.99,0.05
149.0,1.0,12.0,2.0,549.99,0.07
149.0,2.0,21.0,2.0,269.99,0.07
150.0,1.0,7.0,1.0,3999.99,0.1
150.0,2.0,3.0,1.0,999.99,0.2
150.0,3.0,17.0,1.0,429.0,0.07
150.0,4.0,25.0,2.0,499.99,0.07
151.0,1.0,17.0,1.0,429.0,0.1
151.0,2.0,26.0,1.0,599.99,0.1
152.0,1.0,6.0,2.0,469.99,0.2
152.0,2.0,22.0,2.0,269.99,0.2
152.0,3.0,16.0,2.0,599.99,0.07
153.0,1.0,16.0,1.0,599.99,0.07
153.0,2.0,8.0,1.0,1799.99,0.07
153.0,3.0,15.0,2.0,529.99,0.05
154.0,1.0,12.0,1.0,549.99,0.1
155.0,1.0,8.0,1.0,1799.99,0.1
156.0,1.0,18.0,2.0,449.0,0.2
156.0,2.0,17.0,2.0,429.0,0.05
156.0,3.0,6.0,1.0,469.99,0.07
157.0,1.0,4.0,1.0,2899.99,0.1
157.0,2.0,7.0,2.0,3999.99,0.07
158.0,1.0,24.0,1.0,549.99,0.1
159.0,1.0,13.0,1.0,269.99,0.2
160.0,1.0,21.0,1.0,269.99,0.07
160.0,2.0,15.0,2.0,529.99,0.07
160.0,3.0,18.0,2.0,449.0,0.1
160.0,4.0,11.0,1.0,1680.99,0.05
161.0,1.0,24.0,2.0,549.99,0.07
161.0,2.0,22.0,1.0,269.99,0.05
161.0,3.0,7.0,2.0,3999.99,0.05
162.0,1.0,18.0,1.0,449.0,0.07
162.0,2.0,21.0,2.0,269.99,0.07
162.0,3.0,3.0,2.0,999.99,0.1
163.0,1.0,12.0,1.0,549.99,0.1
163.0,2.0,18.0,1.0,449.0,0.2
164.0,1.0,4.0,2.0,2899.99,0.05
164.0,2.0,10.0,2.0,1549.0,0.05
164.0,3.0,14.0,1.0,269.99,0.1
165.0,1.0,4.0,2.0,2899.99,0.05
165.0,2.0,23.0,1.0,299.99,0.2
165.0,3.0,2.0,1.0,749.99,0.05
166.0,1.0,10.0,2.0,1549.0,0.1
166.0,2.0,11.0,1.0,1680.99,0.2
167.0,1.0,12.0,1.0,549.99,0.05
167.0,2.0,10.0,1.0,1549.0,0.2
167.0,3.0,13.0,2.0,269.99,0.05
167.0,4.0,7.0,2.0,3999.99,0.05
168.0,1.0,6.0,1.0,469.99,0.1
168.0,2.0,11.0,2.0,1680.99,0.07
168.0,3.0,12.0,2.0,549.99,0.07
168.0,4.0,22.0,2.0,269.99,0.2
169.0,1.0,20.0,2.0,599.99,0.1
169.0,2.0,5.0,1.0,1320.99,0.05
169.0,3.0,10.0,1.0,1549.0,0.2
169.0,4.0,11.0,1.0,1680.99,0.2
169.0,5.0,14.0,2.0,269.99,0.05
170.0,1.0,12.0,2.0,549.99,0.1
170.0,2.0,24.0,1.0,549.99,0.05
170.0,3.0,7.0,1.0,3999.99,0.2
170.0,4.0,18.0,2.0,449.0,0.05
171.0,1.0,8.0,1.0,1799.99,0.05
172.0,1.0,23.0,1.0,299.99,0.07
172.0,2.0,16.0,1.0,599.99,0.2
173.0,1.0,14.0,1.0,269.99,0.05
173.0,2.0,16.0,1.0,599.99,0.2
173.0,3.0,20.0,2.0,599.99,0.05
174.0,1.0,22.0,2.0,269.99,0.2
174.0,2.0,19.0,2.0,449.0,0.1
175.0,1.0,5.0,1.0,1320.99,0.1
175.0,2.0,2.0,2.0,749.99,0.2
175.0,3.0,21.0,2.0,269.99,0.1
175.0,4.0,19.0,1.0,449.0,0.07
176.0,1.0,2.0,2.0,749.99,0.07
176.0,2.0,11.0,2.0,1680.99,0.2
176.0,3.0,16.0,2.0,599.99,0.05
177.0,1.0,20.0,2.0,599.99,0.1
178.0,1.0,10.0,2.0,1549.0,0.2
178.0,2.0,12.0,1.0,549.99,0.05
178.0,3.0,3.0,1.0,999.99,0.1
178.0,4.0,18.0,1.0,449.0,0.07
179.0,1.0,13.0,2.0,269.99,0.05
179.0,2.0,26.0,1.0,599.99,0.1
179.0,3.0,18.0,1.0,449.0,0.2
179.0,4.0,12.0,2.0,549.99,0.2
179.0,5.0,20.0,2.0,599.99,0.1
180.0,1.0,16.0,1.0,599.99,0.07
181.0,1.0,10.0,1.0,1549.0,0.05
181.0,2.0,11.0,1.0,1680.99,0.1
181.0,3.0,15.0,2.0,529.99,0.2
181.0,4.0,24.0,2.0,549.99,0.05
182.0,1.0,25.0,2.0,499.99,0.05
182.0,2.0,24.0,2.0,549.99,0.07
183.0,1.0,11.0,2.0,1680.99,0.2
183.0,2.0,12.0,2.0,549.99,0.05
183.0,3.0,19.0,1.0,449.0,0.07
183.0,4.0,17.0,1.0,429.0,0.07
184.0,1.0,4.0,1.0,2899.99,0.2
184.0,2.0,5.0,1.0,1320.99,0.1
184.0,3.0,14.0,1.0,269.99,0.1
185.0,1.0,20.0,1.0,599.99,0.1
185.0,2.0,8.0,1.0,1799.99,0.05
186.0,1.0,4.0,1.0,2899.99,0.1
186.0,2.0,6.0,1.0,469.99,0.1
187.0,1.0,5.0,1.0,1320.99,0.05
188.0,1.0,7.0,2.0,3999.99,0.07
189.0,1.0,16.0,2.0,599.99,0.2
190.0,1.0,24.0,1.0,549.99,0.05
190.0,2.0,15.0,1.0,529.99,0.2
190.0,3.0,3.0,2.0,999.99,0.2
191.0,1.0,25.0,1.0,499.99,0.05
191.0,2.0,12.0,2.0,549.99,0.2
191.0,3.0,3.0,1.0,999.99,0.07
191.0,4.0,8.0,2.0,1799.99,0.05
191.0,5.0,23.0,1.0,299.99,0.05
192.0,1.0,8.0,2.0,1799.99,0.1
192.0,2.0,25.0,1.0,499.99,0.07
192.0,3.0,2.0,1.0,749.99,0.05
192.0,4.0,24.0,2.0,549.99,0.07
192.0,5.0,10.0,2.0,1549.0,0.2
193.0,1.0,12.0,2.0,549.99,0.1
194.0,1.0,21.0,2.0,269.99,0.2
195.0,1.0,18.0,1.0,449.0,0.2
195.0,2.0,14.0,1.0,269.99,0.05
195.0,3.0,5.0,2.0,1320.99,0.2
195.0,4.0,4.0,2.0,2899.99,0.2
195.0,5.0,21.0,2.0,269.99,0.1
196.0,1.0,6.0,1.0,469.99,0.05
196.0,2.0,3.0,2.0,999.99,0.07
196.0,3.0,10.0,2.0,1549.0,0.07
196.0,4.0,12.0,1.0,549.99,0.07
196.0,5.0,20.0,1.0,599.99,0.1
197.0,1.0,4.0,2.0,2899.99,0.2
197.0,2.0,2.0,2.0,749.99,0.07
198.0,1.0,6.0,2.0,469.99,0.05
198.0,2.0,20.0,2.0,599.99,0.07
198.0,3.0,8.0,2.0,1799.99,0.2
198.0,4.0,13.0,2.0,269.99,0.05
198.0,5.0,17.0,1.0,429.0,0.05
199.0,1.0,25.0,2.0,499.99,0.05
199.0,2.0,18.0,2.0,449.0,0.07
199.0,3.0,4.0,1.0,2899.99,0.2
200.0,1.0,23.0,2.0,299.99,0.05
200.0,2.0,22.0,2.0,269.99,0.07
201.0,1.0,24.0,1.0,549.99,0.05
201.0,2.0,7.0,1.0,3999.99,0.2
201.0,3.0,14.0,2.0,269.99,0.1
201.0,4.0,17.0,1.0,429.0,0.05
202.0,1.0,8.0,1.0,1799.99,0.07
202.0,2.0,17.0,1.0,429.0,0.05
202.0,3.0,15.0,2.0,529.99,0.05
202.0,4.0,25.0,2.0,499.99,0.05
203.0,1.0,26.0,1.0,599.99,0.05
203.0,2.0,3.0,2.0,999.99,0.1
203.0,3.0,17.0,2.0,429.0,0.2
203.0,4.0,19.0,2.0,449.0,0.07
