order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
210,943.0,4,2016-05-07,2016-05-08,2016-05-09,2,6
211,1140.0,4,2016-05-07,2016-05-09,2016-05-08,2,6
212,1373.0,4,2016-05-08,2016-05-09,2016-05-11,2,6
213,788.0,4,2016-05-08,2016-05-09,2016-05-09,3,8
214,363.0,4,2016-05-10,2016-05-12,2016-05-11,2,6
215,1420.0,4,2016-05-10,2016-05-13,2016-05-12,2,7
216,267.0,4,2016-05-11,2016-05-14,2016-05-13,1,3
217,716.0,4,2016-05-11,2016-05-12,2016-05-14,2,7
218,1179.0,4,2016-05-12,2016-05-14,2016-05-14,2,7
219,1338.0,4,2016-05-12,2016-05-15,2016-05-15,2,6
220,1358.0,4,2016-05-12,2016-05-14,2016-05-15,2,6
221,1218.0,4,2016-05-13,2016-05-16,2016-05-14,1,2
222,51.0,4,2016-05-13,2016-05-16,2016-05-14,2,6
223,1368.0,4,2016-05-15,2016-05-16,2016-05-17,2,7
224,157.0,4,2016-05-17,2016-05-18,2016-05-19,1,3
225,307.0,4,2016-05-17,2016-05-20,2016-05-19,1,3
226,501.0,4,2016-05-17,2016-05-19,2016-05-20,1,2
227,489.0,4,2016-05-17,2016-05-18,2016-05-20,2,7
228,615.0,4,2016-05-17,2016-05-20,2016-05-20,2,7
229,742.0,4,2016-05-19,2016-05-21,2016-05-20,2,6
230,1167.0,4,2016-05-19,2016-05-20,2016-05-21,2,6
231,1257.0,4,2016-05-19,2016-05-22,2016-05-21,2,6
232,1360.0,4,2016-05-20,2016-05-23,2016-05-23,1,3
233,737.0,4,2016-05-21,2016-05-22,2016-05-24,2,6
234,1435.0,4,2016-05-22,2016-05-24,2016-05-24,2,6
235,649.0,4,2016-05-24,2016-05-25,2016-05-25,2,6
236,206.0,4,2016-05-25,2016-05-27,2016-05-26,2,6
237,1351.0,4,2016-05-25,2016-05-26,2016-05-27,2,7
238,1350.0,4,2016-05-26,2016-05-29,2016-05-29,2,6
239,13.0,3,2016-05-27,2016-05-27,,3,9
240,65.0,4,2016-05-27,2016-05-29,2016-05-30,2,6
241,1082.0,4,2016-05-27,2016-05-29,2016-05-29,2,7
242,1168.0,4,2016-05-27,2016-05-30,2016-05-30,2,7
243,802.0,4,2016-05-27,2016-05-30,2016-05-28,3,8
244,956.0,4,2016-05-28,2016-05-29,2016-05-29,2,6
245,223.0,4,2016-05-29,2016-05-31,2016-05-30,2,7
246,17.0,3,2016-05-30,2016-05-30,,2,6
247,928.0,4,2016-05-30,2016-06-01,2016-06-01,1,3
248,1376.0,4,2016-05-30,2016-06-01,2016-05-31,2,7
249,145.0,4,2016-06-01,2016-06-04,2016-06-04,2,6
250,150.0,4,2016-06-01,2016-06-02,2016-06-04,2,7
251,851.0,4,2016-06-01,2016-06-04,2016-06-04,2,7
252,66.0,4,2016-06-01,2016-06-04,2016-06-02,3,8
253,1267.0,4,2016-06-02,2016-06-05,2016-06-05,2,6
254,510.0,4,2016-06-03,2016-06-06,2016-06-05,2,7
255,801.0,4,2016-06-03,2016-06-06,2016-06-05,2,7
256,26.0,4,2016-06-04,2016-06-05,2016-06-07,2,7
257,1314.0,4,2016-06-05,2016-06-06,2016-06-08,1,3
258,107.0,4,2016-06-06,2016-06-07,2016-06-07,2,7
259,413.0,4,2016-06-06,2016-06-09,2016-06-09,2,7
260,632.0,4,2016-06-06,2016-06-08,2016-06-08,2,6
261,1045.0,4,2016-06-08,2016-06-10,2016-06-09,1,2
262,579.0,4,2016-06-08,2016-06-11,2016-06-10,3,9
263,1322.0,4,2016-06-09,2016-06-10,2016-06-12,2,6
264,5.0,3,2016-06-10,2016-06-10,,1,3
265,682.0,4,2016-06-10,2016-06-12,2016-06-11,2,7
266,933.0,4,2016-06-10,2016-06-13,2016-06-13,2,7
267,282.0,4,2016-06-11,2016-06-14,2016-06-14,1,3
268,540.0,4,2016-06-11,2016-06-14,2016-06-12,1,3
269,764.0,4,2016-06-12,2016-06-13,2016-06-15,2,6
270,879.0,4,2016-06-12,2016-06-15,2016-06-13,2,7
271,350.0,4,2016-06-13,2016-06-16,2016-06-14,2,7
272,497.0,4,2016-06-15,2016-06-18,2016-06-16,2,7
273,1340.0,4,2016-06-16,2016-06-19,2016-06-17,2,7
274,411.0,4,2016-06-17,2016-06-20,2016-06-18,2,7
275,1341.0,4,2016-06-17,2016-06-19,2016-06-18,2,7
276,1227.0,4,2016-06-18,2016-06-19,2016-06-19,2,6
277,546.0,4,2016-06-19,2016-06-20,2016-06-20,2,7
278,1301.0,4,2016-06-20,2016-06-23,2016-06-21,1,3
279,378.0,4,2016-06-21,2016-06-22,2016-06-22,2,6
280,638.0,4,2016-06-21,2016-06-22,2016-06-23,2,7
281,800.0,4,2016-06-21,2016-06-22,2016-06-23,2,7
282,159.0,4,2016-06-22,2016-06-25,2016-06-25,3,9
283,181.0,4,2016-06-23,2016-06-26,2016-06-26,1,2
284,1356.0,4,2016-06-23,2016-06-25,2016-06-25,2,7
285,319.0,4,2016-06-25,2016-06-26,2016-06-27,1,2
286,59.0,4,2016-06-25,2016-06-26,2016-06-26,2,6
287,133.0,4,2016-06-25,2016-06-26,2016-06-27,2,6
288,780.0,4,2016-06-25,2016-06-28,2016-06-28,2,6
289,849.0,4,2016-06-27,2016-06-28,2016-06-30,2,6
290,202.0,4,2016-06-28,2016-06-29,2016-06-30,2,6
291,158.0,4,2016-06-29,2016-06-30,2016-07-01,2,6
292,360.0,4,2016-06-29,2016-06-30,2016-07-02,3,9
293,573.0,4,2016-06-30,2016-07-03,2016-07-02,2,7
294,732.0,4,2016-07-01,2016-07-02,2016-07-02,2,7
295,1130.0,4,2016-07-01,2016-07-04,2016-07-04,2,7
296,1245.0,4,2016-07-04,2016-07-07,2016-07-06,2,6
297,1425.0,4,2016-07-04,2016-07-05,2016-07-06,2,7
298,885.0,4,2016-07-04,2016-07-07,2016-07-07,3,9
299,281.0,4,2016-07-05,2016-07-06,2016-07-07,2,6
300,1205.0,4,2016-07-05,2016-07-08,2016-07-08,2,6
301,17.0,4,2016-07-06,2016-07-09,2016-07-08,2,6
302,1375.0,4,2016-07-06,2016-07-07,2016-07-09,2,6
303,36.0,4,2016-07-07,2016-07-08,2016-07-09,2,7
304,230.0,4,2016-07-07,2016-07-08,2016-07-08,2,6
305,705.0,4,2016-07-07,2016-07-08,2016-07-08,2,7
306,424.0,4,2016-07-09,2016-07-10,2016-07-12,2,7
307,695.0,4,2016-07-09,2016-07-11,2016-07-11,2,6
308,156.0,4,2016-07-11,2016-07-12,2016-07-14,2,6
309,211.0,4,2016-07-11,2016-07-13,2016-07-13,2,6
310,627.0,4,2016-07-12,2016-07-13,2016-07-13,1,2
311,1400.0,4,2016-07-12,2016-07-14,2016-07-13,2,6
312,299.0,4,2016-07-13,2016-07-15,2016-07-16,2,6
313,565.0,4,2016-07-14,2016-07-15,2016-07-15,3,9
314,1019.0,4,2016-07-15,2016-07-17,2016-07-17,2,7
315,1263.0,4,2016-07-16,2016-07-19,2016-07-17,2,6
316,670.0,4,2016-07-17,2016-07-20,2016-07-19,2,7
317,795.0,4,2016-07-17,2016-07-20,2016-07-19,2,7
318,1141.0,4,2016-07-17,2016-07-19,2016-07-20,2,7
319,941.0,4,2016-07-18,2016-07-21,2016-07-21,2,6
320,1428.0,4,2016-07-19,2016-07-20,2016-07-21,1,2
321,568.0,4,2016-07-19,2016-07-22,2016-07-21,2,6
322,924.0,4,2016-07-19,2016-07-22,2016-07-20,2,6
323,1243.0,4,2016-07-19,2016-07-22,2016-07-21,2,6
324,480.0,4,2016-07-20,2016-07-22,2016-07-23,2,6
325,848.0,4,2016-07-20,2016-07-21,2016-07-21,2,6
326,1337.0,4,2016-07-20,2016-07-21,2016-07-22,3,9
327,83.0,4,2016-07-21,2016-07-24,2016-07-22,2,6
328,528.0,4,2016-07-23,2016-07-26,2016-07-25,2,6
329,274.0,4,2016-07-24,2016-07-27,2016-07-26,2,6
330,622.0,4,2016-07-24,2016-07-27,2016-07-27,2,6
331,642.0,4,2016-07-24,2016-07-26,2016-07-25,2,6
332,659.0,4,2016-07-24,2016-07-26,2016-07-26,2,7
333,779.0,4,2016-07-25,2016-07-27,2016-07-26,2,6
334,1112.0,4,2016-07-25,2016-07-28,2016-07-27,2,7
335,1193.0,4,2016-07-25,2016-07-27,2016-07-26,2,6
336,1030.0,4,2016-07-26,2016-07-29,2016-07-27,2,7
337,1252.0,4,2016-07-26,2016-07-27,2016-07-28,2,7
338,1333.0,4,2016-07-28,2016-07-29,2016-07-30,1,3
339,1110.0,4,2016-07-28,2016-07-31,2016-07-29,2,7
340,963.0,4,2016-07-29,2016-07-30,2016-07-31,2,7
341,1357.0,4,2016-07-31,2016-08-03,2016-08-01,1,3
342,806.0,4,2016-07-31,2016-08-01,2016-08-03,2,7
343,961.0,4,2016-07-31,2016-08-02,2016-08-01,2,7
344,750.0,4,2016-08-01,2016-08-03,2016-08-02,2,6
345,1299.0,4,2016-08-01,2016-08-04,2016-08-03,2,6
346,584.0,4,2016-08-01,2016-08-03,2016-08-02,3,9
347,1004.0,4,2016-08-02,2016-08-03,2016-08-05,2,6
348,907.0,4,2016-08-02,2016-08-05,2016-08-04,3,9
349,30.0,3,2016-08-03,2016-08-03,,1,3
350,31.0,3,2016-08-03,2016-08-03,,1,3
351,1307.0,4,2016-08-03,2016-08-06,2016-08-04,1,2
352,16.0,4,2016-08-03,2016-08-04,2016-08-06,2,7
353,1387.0,4,2016-08-03,2016-08-06,2016-08-06,2,7
354,551.0,4,2016-08-03,2016-08-05,2016-08-06,3,8
355,1011.0,4,2016-08-03,2016-08-05,2016-08-05,3,8
356,1189.0,4,2016-08-04,2016-08-07,2016-08-06,2,6
357,14.0,3,2016-08-05,2016-08-05,,3,8
358,1042.0,4,2016-08-05,2016-08-07,2016-08-07,2,7
359,441.0,4,2016-08-07,2016-08-10,2016-08-10,2,7
360,1300.0,4,2016-08-07,2016-08-09,2016-08-10,2,6
361,994.0,4,2016-08-08,2016-08-09,2016-08-11,2,6
362,187.0,4,2016-08-09,2016-08-11,2016-08-11,1,2
363,834.0,4,2016-08-11,2016-08-12,2016-08-13,3,8
364,373.0,4,2016-08-12,2016-08-14,2016-08-13,2,6
365,981.0,4,2016-08-13,2016-08-14,2016-08-15,2,6
366,1054.0,4,2016-08-13,2016-08-14,2016-08-14,3,9
367,527.0,4,2016-08-14,2016-08-15,2016-08-15,2,7
368,995.0,4,2016-08-14,2016-08-15,2016-08-17,2,7
369,1285.0,4,2016-08-15,2016-08-18,2016-08-18,1,3
370,758.0,4,2016-08-15,2016-08-18,2016-08-18,2,7
371,891.0,4,2016-08-15,2016-08-16,2016-08-18,2,7
372,132.0,4,2016-08-16,2016-08-18,2016-08-18,2,6
373,337.0,4,2016-08-16,2016-08-19,2016-08-17,2,7
374,1313.0,4,2016-08-17,2016-08-19,2016-08-18,1,2
375,536.0,4,2016-08-17,2016-08-20,2016-08-20,2,7
376,825.0,4,2016-08-17,2016-08-19,2016-08-18,2,6
377,1355.0,4,2016-08-17,2016-08-19,2016-08-20,2,6
378,475.0,4,2016-08-17,2016-08-20,2016-08-20,3,9
379,954.0,4,2016-08-18,2016-08-21,2016-08-21,2,7
380,1156.0,4,2016-08-19,2016-08-20,2016-08-21,2,7
381,1297.0,4,2016-08-19,2016-08-21,2016-08-21,2,7
382,199.0,4,2016-08-20,2016-08-23,2016-08-23,2,6
383,331.0,4,2016-08-20,2016-08-23,2016-08-22,2,7
384,410.0,4,2016-08-20,2016-08-22,2016-08-23,2,7
385,1274.0,4,2016-08-20,2016-08-23,2016-08-22,2,7
386,1362.0,4,2016-08-20,2016-08-23,2016-08-23,2,6
387,451.0,4,2016-08-20,2016-08-21,2016-08-21,3,8
388,1080.0,4,2016-08-21,2016-08-24,2016-08-23,3,8
389,53.0,4,2016-08-22,2016-08-24,2016-08-25,1,3
390,576.0,4,2016-08-22,2016-08-24,2016-08-25,3,9
391,61.0,3,2016-08-23,2016-08-23,,3,9
392,176.0,4,2016-08-23,2016-08-26,2016-08-24,1,3
393,368.0,4,2016-08-25,2016-08-26,2016-08-27,2,6
394,522.0,4,2016-08-26,2016-08-28,2016-08-29,1,3
395,144.0,4,2016-08-26,2016-08-27,2016-08-29,2,6
396,542.0,4,2016-08-27,2016-08-30,2016-08-29,2,6
397,1437.0,4,2016-08-28,2016-08-31,2016-08-29,2,7
398,447.0,4,2016-08-29,2016-08-30,2016-09-01,1,2
399,1001.0,4,2016-08-29,2016-09-01,2016-09-01,2,7
400,1295.0,4,2016-08-29,2016-08-30,2016-08-31,2,6
401,103.0,4,2016-08-30,2016-09-02,2016-09-01,2,6
402,1335.0,4,2016-08-30,2016-09-01,2016-08-31,2,6
403,578.0,4,2016-08-31,2016-09-01,2016-09-02,1,3
404,396.0,4,2016-08-31,2016-09-03,2016-09-01,2,7
405,603.0,4,2016-08-31,2016-09-01,2016-09-01,2,6
406,1380.0,4,2016-08-31,2016-09-02,2016-09-01,2,7
407,77.0,3,2016-09-01,2016-09-01,,3,8
408,1071.0,4,2016-09-01,2016-09-02,2016-09-02,1,2
409,416.0,4,2016-09-01,2016-09-04,2016-09-04,2,7
410,1151.0,4,2016-09-01,2016-09-03,2016-09-02,2,6
411,261.0,4,2016-09-02,2016-09-04,2016-09-04,1,3
412,1202.0,4,2016-09-02,2016-09-04,2016-09-04,1,3
413,717.0,4,2016-09-02,2016-09-05,2016-09-03,2,6
414,917.0,4,2016-09-03,2016-09-06,2016-09-06,2,7
415,1265.0,4,2016-09-03,2016-09-06,2016-09-06,2,7
416,1377.0,4,2016-09-03,2016-09-04,2016-09-06,2,7
417,359.0,4,2016-09-04,2016-09-05,2016-09-06,1,3
418,88.0,4,2016-09-04,2016-09-05,2016-09-05,2,6
419,14.0,4,2016-09-04,2016-09-07,2016-09-06,3,8
420,72.0,4,2016-09-05,2016-09-06,2016-09-07,1,3
